site_id,date,site_orders,site_views,site_units,site_revenue,impressions,clicks,channel_orders,cost,channel_revenue,channel_aov,cr,site_aov,cos
41,3/3/2017,24,1341,73,3373.34,24187,260,4,229.87,362.50,90.625,0.0154,140.5558,0.6341
30,3/12/2017,808,93673,4922,48201.93,46838,601,19,106.58,838.33,44.12263173,0.0316,59.6559,0.1271
55,3/3/2017,17,4941,24,9141.55,113933,1133,2,715.95,149.46,74.72999954,0.0018,537.7382,4.7902
52,3/13/2017,38,6786,86,30082.38,42767,561,9,257.87,3108.22,345.3577779,0.0160,791.6416,0.0830
38,2/25/2017,3,248,17,779.83,8249,116,3,52.25,1091.74,363.9133301,0.0259,259.9433,0.0479
35,3/6/2017,5536,1122,12670,305632.56,93310,599,29,351.65,1081.82,37.30413767,0.0484,55.2082,0.3251
14,3/18/2017,0,17441,0,0.00,18517,227,8,89.62,278.10,34.76250029,0.0352,,0.3223
55,3/17/2017,21,6195,27,11654.02,151386,1260,13,861.22,6827.48,525.1907692,0.0103,554.9533,0.1261
26,3/15/2017,83,17951,95,7845.83,31599,339,9,171.09,646.32,71.81333436,0.0265,94.5281,0.2647
9,3/9/2017,272,25188,818,69617.07,332178,5132,86,1228.93,15296.87,177.8705807,0.0168,255.9451,0.0803
34,3/9/2017,18,3629,20,3493.18,27112,342,9,139.13,1679.60,186.6222237,0.0263,194.0656,0.0828
15,3/20/2017,90,4383,1278,26454.13,95375,884,32,332.29,2880.80,90.02499998,0.0362,293.9348,0.1153
38,3/5/2017,0,330,0,0.00,10962,128,0,44.72,0.00,,0.0000,,
22,3/13/2017,15,4814,17,14583.80,20802,140,0,125.74,0.00,,0.0000,972.2533,
42,3/6/2017,2206,98489,4631,290198.28,654364,5596,221,5007.52,14511.84,65.66443454,0.0395,131.5495,0.3451
9,2/28/2017,233,21929,778,59603.30,344476,5587,111,1257.51,25280.35,227.7508997,0.0199,255.8082,0.0497
3,3/4/2017,103,1944,638,4073.69,108573,1188,75,147.03,2658.68,35.44906639,0.0631,39.5504,0.0553
17,3/17/2017,126,14404,340,17157.40,60974,914,19,182.1,2362.12,124.3221046,0.0208,136.1698,0.0771
5,3/8/2017,71,7761,442,4817.03,107790,1071,28,130.31,1586.86,56.67357077,0.0261,67.8455,0.0821
42,3/11/2017,1786,77122,3958,184022.57,669161,6079,257,4838.76,15060.74,58.60210095,0.0423,103.0362,0.3213
43,3/8/2017,260,17297,772,14045.84,50802,486,15,251.84,586.42,39.09466718,0.0309,54.0225,0.4295
33,3/12/2017,2196,36273,8481,204096.69,114335,1102,63,1272.64,3633.58,57.67587236,0.0572,92.9402,0.3502
11,2/24/2017,44,4085,63,3506.93,72802,1216,22,307.58,2604.44,118.3836361,0.0181,79.7030,0.1181
12,3/18/2017,7,2155,10,1178.50,24267,368,2,131.33,2760.90,1380.449976,0.0054,168.3571,0.0476
21,2/26/2017,8,864,12,503.68,20403,259,3,29.41,267.64,89.21333567,0.0116,62.9600,0.1099
16,3/12/2017,126,5793,250,9966.24,7913,107,7,57.9,632.01,90.28714207,0.0654,79.0971,0.0916
20,3/5/2017,14,1050,18,2979.06,26091,362,12,100.57,2504.41,208.7008384,0.0331,212.7900,0.0402
2,3/12/2017,12,531,64,2253.59,18898,167,7,52.02,248.83,35.54714312,0.0419,187.7992,0.2091
42,3/10/2017,1989,78543,4370,213974.71,712334,6267,256,5508.79,15997.16,62.48890601,0.0408,107.5790,0.3444
30,2/26/2017,743,84872,3420,54099.43,49792,641,16,139.42,418.05,26.12812495,0.0250,72.8122,0.3335
48,3/15/2017,53,2869,1243,21754.96,26104,455,7,229.11,850.23,121.4614291,0.0154,410.4709,0.2695
14,2/27/2017,80,5381,187,4103.07,12893,156,9,63.65,520.19,57.79888937,0.0577,51.2884,0.1224
23,2/28/2017,188,18736,767,51335.04,46285,903,15,208.91,1494.11,99.60733366,0.0166,273.0587,0.1398
36,2/23/2017,157,3789,222,25959.40,4934,53,13,30.59,1890.00,145.3846154,0.2453,165.3465,0.0162
53,3/19/2017,218,19052,318,12402.57,113589,1409,26,409.09,1081.40,41.59230782,0.0185,56.8925,0.3783
22,3/19/2017,15,4991,15,15635.00,23631,159,0,147.61,0.00,,0.0000,1042.3333,
32,2/28/2017,14,1562,41,9577.00,28024,379,8,317.61,9550.14,1193.767517,0.0211,684.0714,0.0333
9,3/3/2017,228,22069,876,46795.21,289184,4624,78,1089.15,12440.37,159.4919236,0.0169,205.2421,0.0875
30,3/2/2017,867,92195,4373,65260.64,43986,483,12,118.11,323.97,26.9975001,0.0248,75.2718,0.3646
34,3/11/2017,9,3444,12,1548.47,34450,488,5,196.68,694.02,138.8039993,0.0102,172.0522,0.2834
28,2/24/2017,0,4786,0,0.00,105994,1262,50,677.4,1683.46,33.66919985,0.0396,,0.4024
20,2/24/2017,16,1299,24,1425.42,27502,343,8,167.81,682.88,85.35999918,0.0233,89.0888,0.2457
36,2/26/2017,186,4798,487,34643.30,4933,63,10,39.07,1013.50,101.35,0.1587,186.2543,0.0385
23,3/14/2017,209,23543,692,48196.34,56919,1048,19,353.84,2559.69,134.7205243,0.0181,230.6045,0.1382
24,3/22/2017,14,1162,17,360.49,31999,418,2,59.83,48.32,24.15999985,0.0048,25.7493,1.2382
36,3/11/2017,13,3187,25,3079.00,3087,38,6,21.77,585.00,97.5,0.1579,236.8462,0.0372
45,2/24/2017,3,271,5,61.44,41916,173,3,75.38,61.44,20.47999954,0.0173,20.4800,1.2269
15,2/27/2017,56,3828,175,8168.90,50361,627,14,206.24,1065.60,76.11428479,0.0223,145.8732,0.1935
55,3/20/2017,27,7087,44,17638.09,171139,1362,9,924.52,4926.76,547.4177772,0.0066,653.2626,0.1877
12,3/13/2017,11,2365,11,3094.45,28021,399,4,160.89,404.80,101.1999979,0.0100,281.3136,0.3975
54,2/24/2017,1,281,4,399.96,5919,52,0,36.99,0.00,,0.0000,399.9600,
30,3/4/2017,608,73944,2638,38651.18,45395,543,11,133.72,368.83,33.52999982,0.0203,63.5710,0.3626
9,3/16/2017,243,23072,808,63015.15,322530,4857,92,1311.25,26057.56,283.2343487,0.0189,259.3216,0.0503
48,3/12/2017,7,1484,111,661.83,13272,306,2,45.61,656.58,328.2899933,0.0065,94.5471,0.0695
14,3/7/2017,94,6619,236,5016.09,18111,217,4,90.9,124.81,31.20250082,0.0184,53.3627,0.7283
27,3/11/2017,313,14335,1120,43736.52,94716,1709,67,1108.81,8048.17,120.1219416,0.0392,139.7333,0.1378
10,3/9/2017,285,7768,3265,88055.84,79582,1010,37,1090.87,6982.65,188.7202734,0.0366,308.9679,0.1562
42,3/16/2017,1968,75384,4208,211507.51,941090,8583,290,7738.27,16616.04,57.29668983,0.0338,107.4733,0.4657
3,2/25/2017,71,1546,518,3532.37,67156,720,49,96.9,1498.68,30.58530589,0.0681,49.7517,0.0647
49,2/26/2017,87,2857,114,6938.42,53801,1305,73,253.27,6081.80,83.31232745,0.0559,79.7520,0.0416
7,3/9/2017,5,207,14,368.99,1201,5,0,3.81,0.00,,0.0000,73.7980,
15,3/16/2017,79,3949,353,17527.79,80439,779,25,267.93,6363.84,254.5535991,0.0321,221.8708,0.0421
52,3/16/2017,31,6506,65,16306.00,38333,482,7,224.29,2393.97,341.9957134,0.0145,526.0000,0.0937
41,3/13/2017,22,1195,56,6373.15,24717,276,6,236.26,1759.50,293.25,0.0217,289.6886,0.1343
13,3/20/2017,69,7286,207,3079.00,11293,201,11,92.72,468.19,42.56272715,0.0547,44.6232,0.1980
36,3/13/2017,11,4649,24,2378.25,3279,40,0,24.55,0.00,,0.0000,216.2045,
29,3/12/2017,1,1139,1,156.92,37251,612,1,153.45,46.35,46.34999847,0.0016,156.9200,3.3107
2,3/19/2017,8,947,28,793.46,12856,112,0,27.25,0.00,,0.0000,99.1825,
54,2/28/2017,3,458,3,129.97,5554,62,0,31.1,0.00,,0.0000,43.3233,
30,3/3/2017,725,87177,3337,49197.61,43458,459,13,122.67,377.97,29.0746155,0.0283,67.8588,0.3245
16,3/18/2017,138,3609,264,10213.96,7960,85,3,48.81,249.16,83.05333583,0.0353,74.0142,0.1959
14,3/9/2017,76,6749,210,4653.45,16514,217,14,94.78,572.60,40.89999921,0.0645,61.2296,0.1655
46,2/24/2017,207,16574,3039,42808.79,71328,970,33,555.52,3161.75,95.81060609,0.0340,206.8057,0.1757
44,3/18/2017,55,14544,198,4430.37,56473,608,9,198.35,419.58,46.62000063,0.0148,80.5522,0.4727
19,3/21/2017,5,3321,16,5928.00,91689,974,0,320.6,0.00,,0.0000,1185.6000,
6,3/9/2017,2500,252187,9238,204363.78,9759,131,11,28.97,361.73,32.88454541,0.0840,81.7455,0.0801
15,3/6/2017,94,5227,677,22492.46,60242,766,37,218.12,6934.28,187.412973,0.0483,239.2815,0.0315
21,3/4/2017,5,900,8,227.47,15502,207,2,29.37,95.35,47.67499924,0.0097,45.4940,0.3080
30,3/20/2017,710,87676,3607,55272.19,36048,433,9,95.3,152.98,16.99777773,0.0208,77.8482,0.6230
55,2/24/2017,18,3438,25,13405.07,103930,1088,8,659.46,8130.44,1016.304993,0.0074,744.7261,0.0811
46,3/16/2017,313,18416,6075,73580.71,119389,1346,43,895.02,4678.74,108.8079081,0.0319,235.0821,0.1913
13,3/8/2017,107,8281,369,6478.00,9053,110,3,58.79,89.76,29.91999944,0.0273,60.5421,0.6550
44,3/12/2017,71,18463,232,5566.29,45418,548,12,136.17,355.64,29.63666709,0.0219,78.3985,0.3829
48,2/25/2017,17,3177,270,1565.80,10155,211,5,40.16,206.01,41.20199966,0.0237,92.1059,0.1949
15,3/5/2017,48,3474,121,3029.65,63621,855,21,226.83,893.11,42.52904692,0.0246,63.1177,0.2540
31,3/15/2017,121,13917,734,10201.47,47009,771,2,243.27,98.17,49.08500195,0.0026,84.3097,2.4780
25,3/3/2017,355,5612,868,16359.31,0,0,0,0,0.00,,,46.0826,
22,2/23/2017,17,5376,19,23331.00,14322,101,0,82.99,0.00,,0.0000,1372.4118,
35,3/7/2017,5662,1083,12647,298476.57,92059,579,24,337.23,1028.89,42.87041676,0.0415,52.7157,0.3278
1,2/24/2017,17,3505,21,12823.06,119516,2185,16,771.72,13195.54,824.721247,0.0073,754.2977,0.0585
30,3/19/2017,568,68943,2776,43331.13,46786,523,12,115.27,388.41,32.36749983,0.0229,76.2872,0.2968
14,3/14/2017,0,16372,0,0.00,18270,176,6,68.27,201.00,33.5,0.0341,,0.3397
52,3/3/2017,26,6750,51,15396.20,35021,530,10,286.51,3448.62,344.8620018,0.0189,592.1615,0.0831
26,2/27/2017,90,19676,115,9070.33,28993,419,8,252.69,313.89,39.23625064,0.0191,100.7814,0.8050
29,3/13/2017,9,1490,24,595.57,38880,666,2,181.15,154.70,77.35000229,0.0030,66.1744,1.1710
41,3/20/2017,26,1253,96,6875.05,23605,268,7,204.38,2970.05,424.2928641,0.0261,264.4250,0.0688
35,3/3/2017,6176,900,13829,316516.33,89445,553,29,331.96,1087.86,37.51241391,0.0524,51.2494,0.3051
51,3/16/2017,105,1017,390,10572.16,9555,100,5,189.61,525.76,105.152002,0.0500,100.6872,0.3606
19,3/3/2017,9,3423,28,12350.00,62986,793,3,192,831.00,277,0.0038,1372.2222,0.2310
55,3/11/2017,29,8018,46,21109.75,168849,1735,12,1062.24,10299.19,858.2658285,0.0069,727.9224,0.1031
17,3/22/2017,107,14692,346,12946.99,71053,1087,11,215.99,1716.89,156.0809063,0.0101,120.9999,0.1258
42,3/14/2017,2210,86560,4888,235458.09,880332,7991,291,7294.93,18325.93,62.97570457,0.0364,106.5421,0.3981
5,3/17/2017,52,7782,361,2334.93,114072,1305,23,150.41,625.52,27.19652181,0.0176,44.9025,0.2405
25,3/8/2017,342,6173,852,14395.49,26547,286,21,1745.33,604.30,28.77619035,0.0734,42.0921,2.8882
44,3/5/2017,46,16870,145,3581.29,39565,473,12,109.72,482.58,40.21499968,0.0254,77.8541,0.2274
7,3/6/2017,3,506,7,487.98,12902,65,1,45.32,70.53,70.52999878,0.0154,162.6600,0.6426
47,2/25/2017,46,14333,59,4171.91,23608,666,24,38.96,1113.89,46.41208355,0.0360,90.6937,0.0350
26,2/24/2017,78,16946,89,5931.55,23505,334,4,174.04,194.81,48.70249939,0.0120,76.0455,0.8934
55,3/16/2017,21,7233,25,9485.15,165237,1380,8,958.46,2992.75,374.0937443,0.0058,451.6738,0.3203
16,3/19/2017,130,3283,255,10146.11,9391,112,2,62.14,98.96,49.47999954,0.0179,78.0470,0.6279
48,2/28/2017,31,2432,2049,3430.39,30743,531,9,358.53,1761.49,195.721109,0.0169,110.6577,0.2035
4,3/22/2017,1414,236903,8820,106967.09,233684,3324,76,1712.46,3277.82,43.12921056,0.0229,75.6486,0.5224
44,3/13/2017,99,19843,298,7057.83,47422,596,14,154.03,670.25,47.87500082,0.0235,71.2912,0.2298
32,2/25/2017,7,1510,44,12940.43,16336,216,3,148.54,3613.88,1204.626628,0.0139,1848.6329,0.0411
5,2/26/2017,73,8103,387,4043.23,153174,1510,36,183.34,1384.90,38.46944429,0.0238,55.3867,0.1324
53,3/15/2017,201,17751,310,14415.54,99566,1236,25,387.73,796.15,31.84600014,0.0202,71.7191,0.4870
43,3/20/2017,207,15434,528,10389.94,66237,666,9,194.82,327.48,36.38666662,0.0135,50.1929,0.5949
19,2/27/2017,5,3588,11,3026.00,76555,1006,1,255.67,150.00,150,0.0010,605.2000,1.7045
16,2/27/2017,211,7332,402,16050.72,6678,89,6,26.08,424.79,70.79833349,0.0674,76.0698,0.0614
15,3/14/2017,56,4495,267,11396.89,72427,724,29,236.04,3753.81,129.4417246,0.0401,203.5159,0.0629
43,3/19/2017,187,15757,490,10064.70,73868,843,26,217.43,1090.39,41.93807734,0.0308,53.8219,0.1994
9,3/6/2017,305,26425,1003,64591.70,333767,5225,121,1226.04,21809.56,180.2442976,0.0232,211.7761,0.0562
11,3/3/2017,40,3924,50,2984.94,74182,1366,25,347.27,2500.53,100.0211993,0.0183,74.6235,0.1389
18,3/18/2017,375,20330,2491,69734.58,29311,439,10,88.19,426.47,42.64700031,0.0228,185.9589,0.2068
36,3/20/2017,32,6352,49,6221.00,5569,76,0,41.5,0.00,,0.0000,194.4063,
38,3/9/2017,6,286,14,2319.86,9334,126,2,62.72,255.98,127.9900017,0.0159,386.6433,0.2450
14,2/28/2017,169,6375,494,11024.75,14412,176,5,64.19,202.91,40.58199997,0.0284,65.2352,0.3163
2,3/11/2017,9,441,64,728.64,18662,162,2,53,44.00,22,0.0123,80.9600,1.2045
15,3/19/2017,48,3978,173,4140.89,102847,912,26,331.34,2096.45,80.63269303,0.0285,86.2685,0.1580
12,3/8/2017,12,2108,15,4437.25,22967,317,3,114.62,695.56,231.8533395,0.0095,369.7708,0.1648
14,3/13/2017,0,17477,0,0.00,19145,209,10,85.84,324.42,32.44199982,0.0478,,0.2646
27,3/15/2017,332,13931,1699,47552.44,72791,1381,50,926.43,4031.08,80.62160038,0.0362,143.2302,0.2298
43,2/23/2017,215,14681,679,14152.79,88260,818,30,306.58,1715.81,57.19366634,0.0367,65.8269,0.1787
45,3/3/2017,5,388,7,1017.32,47685,238,4,98.07,318.32,79.58000106,0.0168,203.4640,0.3081
21,2/27/2017,11,817,26,1340.04,18836,234,6,29.98,267.71,44.6183335,0.0256,121.8218,0.1120
49,3/20/2017,78,1972,126,3199.94,39904,866,44,134.86,1026.56,23.33090897,0.0508,41.0249,0.1314
26,2/23/2017,65,17686,87,6721.65,26772,360,5,194.41,224.51,44.90199966,0.0139,103.4100,0.8659
6,2/24/2017,2699,206902,10835,253529.51,235933,2249,99,977.14,5786.43,58.44878752,0.0440,93.9346,0.1689
14,2/24/2017,101,6502,254,5351.20,11819,158,5,59.92,205.12,41.02399979,0.0316,52.9822,0.2921
31,3/19/2017,279,19747,1708,24007.72,45852,893,6,246.98,1088.27,181.3783353,0.0067,86.0492,0.2269
22,2/28/2017,16,4532,17,20503.00,14149,87,0,62.08,0.00,,0.0000,1281.4375,
48,2/24/2017,46,5763,668,10243.73,23576,424,9,239.66,1627.68,180.8533363,0.0212,222.6898,0.1472
32,3/15/2017,16,1814,150,22350.47,27898,304,8,272.97,1686.90,210.8625021,0.0263,1396.9044,0.1618
47,3/17/2017,58,15566,76,5754.30,27692,706,17,54.67,1314.64,77.33176512,0.0241,99.2121,0.0416
17,3/12/2017,102,14185,264,16465.52,75730,1130,17,214.45,2341.44,137.7317655,0.0150,161.4267,0.0916
37,2/25/2017,243,18213,617,31034.53,84510,901,22,729.64,2104.60,95.66363621,0.0244,127.7141,0.3467
52,2/28/2017,23,5946,36,9050.60,33754,487,13,265.01,4871.18,374.7061521,0.0267,393.5043,0.0544
45,3/7/2017,3,423,3,423.99,55901,267,1,97.31,8.99,8.989999771,0.0037,141.3300,10.8242
53,3/21/2017,231,20217,352,14235.61,99345,1199,32,364.31,1451.75,45.36718783,0.0267,61.6260,0.2509
6,2/23/2017,3343,252284,15087,314549.54,202137,2145,118,851.21,5432.80,46.0406776,0.0550,94.0920,0.1567
50,2/26/2017,5,1083,5,1739.16,35933,425,3,141.33,1147.00,382.3333333,0.0071,347.8317,0.1232
23,3/9/2017,149,19565,487,25424.89,44135,784,12,196.48,1671.56,139.2966717,0.0153,170.6368,0.1175
42,3/17/2017,1829,69695,3842,195303.94,877533,8019,270,6813.07,16041.33,59.41233334,0.0337,106.7818,0.4247
47,3/12/2017,39,16639,53,3659.20,26857,720,14,44.91,896.49,64.03500148,0.0194,93.8256,0.0501
16,3/13/2017,122,6074,249,9596.07,7724,99,5,51.28,415.76,83.15200272,0.0505,78.6563,0.1233
43,3/15/2017,213,18640,626,10188.22,62731,694,17,246.87,635.00,37.35294151,0.0245,47.8320,0.3888
49,3/12/2017,60,2882,78,4110.06,67920,1633,42,321.35,2749.61,65.46690543,0.0257,68.5010,0.1169
37,2/28/2017,269,16934,679,42023.08,68441,735,16,751.94,1054.40,65.90000021,0.0218,156.2196,0.7131
32,2/24/2017,10,1976,27,8752.32,24963,330,9,244.73,7485.09,831.6766601,0.0273,875.2320,0.0327
21,3/2/2017,11,762,132,424.11,14693,201,3,29.45,187.09,62.36333116,0.0149,38.5555,0.1574
1,2/23/2017,20,3183,24,11745.00,125561,2151,17,802.58,13173.17,774.892347,0.0079,587.2500,0.0609
3,2/23/2017,94,3009,740,4279.95,63490,686,56,116.75,1741.17,31.09232103,0.0816,45.5314,0.0671
29,3/19/2017,13,1288,36,1456.36,44816,765,6,202.24,431.58,71.93000078,0.0078,112.0277,0.4686
6,3/18/2017,1546,202799,5091,140883.72,211761,2530,46,1112.56,3220.39,70.00847866,0.0182,91.1279,0.3455
51,3/19/2017,87,613,312,9689.99,10296,109,6,124.36,423.90,70.64999898,0.0550,111.3792,0.2934
7,3/11/2017,2,192,2,188.00,2486,21,0,8.56,0.00,,0.0000,94.0000,
26,3/9/2017,136,22997,163,12399.93,27265,303,5,164.17,285.75,57.15,0.0165,91.1760,0.5745
14,3/21/2017,0,19045,0,0.00,33736,354,17,196.13,755.04,44.41411736,0.0480,,0.2598
43,3/18/2017,180,14074,474,9153.72,67087,691,17,187.23,545.54,32.09058818,0.0246,50.8540,0.3432
15,3/3/2017,81,3484,214,12316.43,50742,608,26,176.02,4310.63,165.7934641,0.0428,152.0547,0.0408
27,2/28/2017,320,12798,1387,49159.10,91257,1707,69,1388.72,9421.27,136.540145,0.0404,153.6222,0.1474
54,3/9/2017,2,431,2,101.98,6170,48,0,32.83,0.00,,0.0000,50.9900,
40,3/21/2017,7,561,14,1246.00,769,9,0,7.27,0.00,,0.0000,178.0000,
41,2/26/2017,5,788,5,114.45,21379,202,2,173.95,38.95,19.4749999,0.0099,22.8900,4.4660
22,3/3/2017,15,5162,16,16404.00,11954,71,0,55.38,0.00,,0.0000,1093.6000,
22,3/17/2017,21,4553,26,32004.00,17895,133,1,126.39,389.00,389,0.0075,1524.0000,0.3249
38,3/14/2017,15,364,18,1071.46,11351,143,1,68.9,99.99,99.98999786,0.0070,71.4307,0.6891
38,3/15/2017,7,460,16,3710.75,13702,196,4,98.65,2373.12,593.2800016,0.0204,530.1072,0.0416
11,3/17/2017,55,4064,85,2980.33,79920,1445,38,373.48,2843.83,74.83763146,0.0263,54.1878,0.1313
30,3/16/2017,537,67171,2950,49963.53,45825,575,10,122.29,275.88,27.58800011,0.0174,93.0420,0.4433
3,3/20/2017,112,2834,705,4292.49,103067,1437,81,177.28,2422.36,29.905679,0.0564,38.3258,0.0732
8,3/4/2017,420,8604,1048,15836.85,57386,770,39,83.15,1787.33,45.82897447,0.0506,37.7068,0.0465
20,2/26/2017,26,1441,49,3780.19,41489,530,7,246.03,674.92,96.41714151,0.0132,145.3919,0.3645
34,3/4/2017,14,3541,19,2143.90,30442,464,8,180.85,1018.46,127.3075018,0.0172,153.1357,0.1776
4,3/13/2017,1315,231721,8785,107232.54,193581,2890,72,1455.02,3024.65,42.00902801,0.0249,81.5457,0.4811
4,2/28/2017,1311,198339,9128,111139.75,171041,2193,82,1111.44,4280.48,52.20097549,0.0374,84.7748,0.2597
4,3/16/2017,1492,239350,10049,120289.86,200919,2774,68,1431.54,3002.54,44.15499986,0.0245,80.6232,0.4768
36,3/16/2017,21,3548,34,4559.75,4259,45,4,29.56,301.25,75.3125,0.0889,217.1310,0.0981
28,3/2/2017,0,4950,0,0.00,126348,1593,48,844.35,1685.77,35.1202081,0.0301,,0.5009
41,3/7/2017,20,1441,69,6669.06,26559,284,4,244.75,570.40,142.5999985,0.0141,333.4530,0.4291
11,3/21/2017,43,4291,55,2834.45,80844,1367,27,355.35,1881.38,69.68074156,0.0198,65.9174,0.1889
34,3/12/2017,12,3655,12,1528.60,36170,465,4,167.34,391.88,97.97000122,0.0086,127.3833,0.4270
24,2/23/2017,25,1410,45,997.65,47746,609,7,103.26,229.67,32.80999974,0.0115,39.9060,0.4496
28,3/4/2017,0,4103,0,0.00,101599,1309,38,635.64,1408.47,37.06499988,0.0290,,0.4513
33,2/24/2017,1112,24466,4600,106016.90,107704,918,46,944.08,2016.74,43.84217388,0.0501,95.3389,0.4681
3,3/5/2017,123,2009,927,5380.20,98597,1133,81,146.59,3127.33,38.60901199,0.0715,43.7415,0.0469
51,3/10/2017,83,910,257,7144.55,10060,128,12,182.62,638.74,53.2283322,0.0938,86.0789,0.2859
32,3/14/2017,20,2013,68,18430.00,25689,330,5,271.44,2291.00,458.2,0.0152,921.5000,0.1185
36,3/12/2017,20,3230,25,2129.50,4010,50,1,25.04,190.00,190,0.0200,106.4750,0.1318
6,2/25/2017,2246,204201,8543,205621.30,254187,2550,98,1198.43,5112.10,52.1642851,0.0384,91.5500,0.2344
20,3/2/2017,16,1197,19,1952.12,19803,322,3,94.7,385.26,128.4199982,0.0093,122.0075,0.2458
1,3/7/2017,13,3152,16,12933.72,113002,1941,9,646.52,10209.17,1134.352222,0.0046,994.9015,0.0633
1,3/6/2017,15,3102,18,10377.50,118860,1938,5,692.12,2747.60,549.5200012,0.0026,691.8333,0.2519
19,3/5/2017,6,3682,25,9515.99,86686,1144,3,251.05,3124.68,1041.559977,0.0026,1585.9983,0.0803
10,2/25/2017,52,3149,193,5231.05,41599,484,15,403.56,1172.43,78.16200094,0.0310,100.5971,0.3442
7,3/19/2017,0,288,0,0.00,2757,42,0,15.58,0.00,,0.0000,,
11,3/10/2017,54,4394,64,3784.35,94141,1587,31,506.76,2886.98,93.12838651,0.0195,70.0806,0.1755
16,3/8/2017,109,5485,196,7828.82,7567,84,4,35.2,248.90,62.22499847,0.0476,71.8240,0.1414
46,3/2/2017,390,23041,11609,118703.83,102937,1245,39,734.36,5765.78,147.8405116,0.0313,304.3688,0.1274
51,3/12/2017,76,669,267,7727.39,8610,108,8,184.01,723.83,90.47875023,0.0741,101.6762,0.2542
35,3/8/2017,5230,973,11834,276616.35,91348,591,26,363.58,1202.12,46.2353852,0.0440,52.8903,0.3024
55,3/4/2017,24,6965,37,19354.24,133166,1428,19,745.82,12857.67,676.7194708,0.0133,806.4267,0.0580
12,3/17/2017,10,2481,12,2678.40,22436,288,0,116.83,0.00,,0.0000,267.8400,
25,3/19/2017,225,4264,470,6715.57,21825,163,7,208.08,161.17,23.02428525,0.0429,29.8470,1.2911
50,3/10/2017,4,893,5,1991.65,31968,316,1,147.8,487.99,487.9899902,0.0032,497.9125,0.3029
44,2/28/2017,47,13380,153,3137.49,34969,415,3,94.12,186.84,62.27999814,0.0072,66.7551,0.5037
46,3/9/2017,291,17300,6348,79555.48,131290,1361,37,872.69,3168.86,85.6448646,0.0272,273.3865,0.2754
28,3/16/2017,0,5398,0,0.00,164033,1676,55,706.5,1887.67,34.32127287,0.0328,,0.3743
51,2/28/2017,65,842,190,6225.20,6804,85,3,201.9,159.97,53.32333247,0.0353,95.7723,1.2621
44,2/27/2017,58,16859,225,4457.88,32997,393,6,71.31,344.88,57.4800005,0.0153,76.8600,0.2068
26,3/14/2017,88,19534,96,6720.78,32072,402,9,201.61,769.57,85.50777647,0.0224,76.3725,0.2620
50,2/23/2017,9,1103,9,3252.48,37267,421,6,150.38,2675.98,445.9966634,0.0143,361.3865,0.0562
23,3/15/2017,151,19957,641,31220.99,52301,917,16,282.27,2367.42,147.96375,0.0174,206.7615,0.1192
44,3/21/2017,57,18421,202,4296.31,76649,750,5,285.08,284.87,56.97400055,0.0067,75.3739,1.0007
22,3/6/2017,15,5471,15,20505.00,13920,81,0,53.24,0.00,,0.0000,1367.0000,
12,3/10/2017,12,2093,15,1994.25,26462,369,5,145.6,1190.81,238.1620026,0.0136,166.1875,0.1223
22,3/18/2017,18,4433,19,21311.00,22401,151,0,126.03,0.00,,0.0000,1183.9444,
29,2/24/2017,5,1092,13,154.23,21328,371,4,115.36,325.55,81.3874979,0.0108,30.8460,0.3544
10,2/23/2017,281,10142,1972,71430.80,79410,1054,35,1113.25,4520.95,129.1700005,0.0332,254.2021,0.2462
12,2/25/2017,14,2008,19,5401.04,26113,343,3,161.77,55.85,18.61666711,0.0087,385.7886,2.8965
16,3/14/2017,180,7486,332,13283.18,9307,115,6,63.27,373.81,62.30166562,0.0522,73.7954,0.1693
16,3/21/2017,87,2698,171,6377.05,7022,92,3,44.45,210.91,70.30333424,0.0326,73.2994,0.2108
13,3/11/2017,69,7217,243,3870.50,10646,148,6,81.06,154.53,25.75500043,0.0405,56.0942,0.5246
52,2/24/2017,28,5864,47,10015.88,33425,435,7,265.43,1739.78,248.5399982,0.0161,357.7100,0.1526
40,2/24/2017,8,624,12,875.99,210,5,0,5.7,0.00,,0.0000,109.4988,
7,3/12/2017,3,233,4,246.99,3743,33,0,14.51,0.00,,0.0000,82.3300,
33,2/25/2017,1322,29001,5611,129270.85,141240,1300,79,1481.7,3277.37,41.48569632,0.0608,97.7843,0.4521
5,3/19/2017,60,6781,334,2420.20,139528,1462,30,176.84,753.76,25.12533339,0.0205,40.3367,0.2346
31,3/18/2017,197,16291,1467,20866.68,56655,1106,13,245.63,1088.91,83.76230792,0.0118,105.9222,0.2256
6,3/17/2017,2041,194659,6151,164349.87,120656,1235,41,664.18,1786.35,43.56951193,0.0332,80.5242,0.3718
15,3/8/2017,76,3950,414,10474.19,60503,698,18,217.63,1953.74,108.5411113,0.0258,137.8183,0.1114
2,3/10/2017,30,1144,120,4495.84,29913,227,3,89.39,286.62,95.53999964,0.0132,149.8613,0.3119
10,3/2/2017,325,7579,4525,110129.90,57025,814,29,1050.99,9209.13,317.5562067,0.0356,338.8612,0.1141
33,3/6/2017,1849,32409,7325,180260.34,124606,1044,34,1218.52,1539.86,45.29000013,0.0326,97.4907,0.7913
47,2/28/2017,30,12810,35,2735.92,24677,720,17,53.46,937.77,55.16294143,0.0236,91.1973,0.0570
