site_id,date,site_orders,site_views,site_units,site_revenue,impressions,clicks,channel_orders,cost,channel_revenue,channel_aov,cr,site_aov,cos
3,3/18/2017,96,2624,736,3433.11,104979,1647,78,194.51,2652.55,34.00705153,0.0474,35.7616,0.0733
52,3/21/2017,33,6267,66,17862.80,37669,539,7,237.73,2083.44,297.6342833,0.0130,541.2970,0.1141
7,3/15/2017,0,228,0,0.00,3503,43,0,15.31,0.00,,0.0000,,
27,3/13/2017,356,17011,1843,49031.19,84017,1645,58,1234.15,5455.17,94.05465499,0.0353,137.7281,0.2262
23,3/21/2017,278,24036,1054,62141.40,57018,1016,14,292.05,1315.90,93.99285608,0.0138,223.5302,0.2219
29,2/27/2017,9,1214,18,1073.51,22829,467,3,130.89,179.32,59.7733345,0.0064,119.2789,0.7299
27,3/18/2017,273,12550,1008,36656.13,80851,1523,46,930.9,5357.73,116.4723921,0.0302,134.2715,0.1737
18,3/17/2017,430,19412,2601,64662.85,27926,410,4,79.67,218.92,54.72999954,0.0098,150.3787,0.3639
12,3/15/2017,10,2742,19,1644.10,24882,366,3,135.75,183.40,61.13333257,0.0082,164.4100,0.7402
38,3/13/2017,8,366,20,2348.53,9704,148,2,68.86,588.96,294.4799957,0.0135,293.5663,0.1169
39,3/14/2017,38,1315,199,1873.58,66518,1060,13,126.92,632.34,48.64153833,0.0123,49.3047,0.2007
45,3/18/2017,1,229,1,61.99,24427,139,1,43.45,61.99,61.99000168,0.0072,61.9900,0.7009
21,2/25/2017,8,869,19,575.41,19488,250,3,29.38,429.93,143.3099966,0.0120,71.9262,0.0683
54,3/18/2017,3,581,3,449.97,27741,212,0,158.54,0.00,,0.0000,149.9900,
39,3/22/2017,35,1349,133,1569.99,63428,1044,17,137.1,610.73,35.92529437,0.0163,44.8569,0.2245
55,3/6/2017,22,7724,33,13546.48,153129,1518,10,1040.42,6804.71,680.4709969,0.0066,615.7491,0.1529
22,3/7/2017,12,4909,12,11488.00,15881,105,0,86.68,0.00,,0.0000,957.3333,
20,3/17/2017,11,758,12,1431.38,20036,299,8,85.47,1094.55,136.8187499,0.0268,130.1255,0.0781
17,3/9/2017,100,13023,290,13032.29,71281,1123,19,241.68,2972.38,156.4410535,0.0169,130.3229,0.0813
12,2/28/2017,6,1922,8,3054.59,28803,379,0,176.55,0.00,,0.0000,509.0983,
13,3/22/2017,60,6475,191,2512.50,11337,163,7,69.86,279.34,39.90571458,0.0429,41.8750,0.2501
16,3/10/2017,121,6436,218,8625.64,8211,112,0,59.55,0.00,,0.0000,71.2863,
40,3/17/2017,13,686,37,2440.00,588,7,0,11.43,0.00,,0.0000,187.6923,
27,3/5/2017,431,18075,1803,68256.61,94956,1859,64,1272.69,10465.93,163.5301559,0.0344,158.3680,0.1216
13,3/15/2017,97,9093,339,4893.50,10806,185,4,109.22,146.12,36.52999973,0.0216,50.4485,0.7475
39,3/17/2017,35,1144,178,1341.49,56919,887,12,105.21,347.56,28.96333345,0.0135,38.3283,0.3027
42,3/18/2017,1649,66502,3430,170201.80,880121,8104,251,6529.44,14570.46,58.04964129,0.0310,103.2152,0.4481
7,3/16/2017,0,356,0,0.00,2872,28,0,9.42,0.00,,0.0000,,
34,3/13/2017,8,3741,12,1336.67,35733,456,8,179.18,1855.37,231.9212475,0.0175,167.0837,0.0966
14,3/17/2017,0,13618,0,0.00,19709,273,6,109.97,266.24,44.37333298,0.0220,,0.4130
22,2/27/2017,22,5834,24,22596.00,14046,102,1,68.82,1419.00,1419,0.0098,1027.0909,0.0485
37,3/18/2017,172,12366,470,19004.35,55103,730,11,359.9,847.19,77.0172726,0.0151,110.4904,0.4248
17,3/6/2017,145,14532,434,25016.45,71696,1154,34,226.22,5609.54,164.9864707,0.0295,172.5272,0.0403
50,3/21/2017,4,781,4,1163.33,10693,118,0,55.41,0.00,,0.0000,290.8333,
10,2/27/2017,245,7136,1445,60823.45,79789,1036,26,1223.52,3447.20,132.5846146,0.0251,248.2590,0.3549
38,3/3/2017,5,386,10,1917.90,7374,83,2,36.99,449.98,224.9899979,0.0241,383.5800,0.0822
42,3/4/2017,1523,67451,3236,180682.79,638510,5542,168,4668.55,11710.59,69.70589284,0.0303,118.6361,0.3987
4,3/5/2017,1609,255492,10858,131020.58,194615,2825,106,1345.67,4664.17,44.00160383,0.0375,81.4298,0.2885
24,3/7/2017,25,1763,65,1363.05,58864,805,7,167.2,515.88,73.69714355,0.0087,54.5220,0.3241
29,2/26/2017,12,1161,35,961.32,21343,450,7,121.09,1086.66,155.2371434,0.0156,80.1100,0.1114
23,3/4/2017,187,20363,616,34884.68,41674,813,17,183.48,1008.23,59.30764748,0.0209,186.5491,0.1820
26,3/3/2017,85,19778,104,8265.84,28722,357,14,241.3,488.88,34.92000021,0.0392,97.2452,0.4936
9,2/24/2017,262,23854,955,72222.29,311694,4825,107,1158.57,17029.51,159.1542991,0.0222,275.6576,0.0680
20,3/3/2017,11,918,19,1541.92,20264,331,7,104.93,565.33,80.76142829,0.0211,140.1745,0.1856
40,3/18/2017,7,381,20,1444.00,698,6,1,5.98,200.00,200,0.1667,206.2857,0.0299
17,3/13/2017,143,14263,396,20219.99,80302,1155,22,279.18,3167.55,143.979544,0.0190,141.3985,0.0881
32,3/13/2017,12,1888,45,14889.44,22305,297,3,251.08,5163.50,1721.166687,0.0101,1240.7867,0.0486
40,3/12/2017,4,376,7,834.00,931,2,0,2.26,0.00,,0.0000,208.5000,
39,3/13/2017,42,1425,261,4318.59,65472,1108,25,123.83,1129.86,45.19439943,0.0226,102.8236,0.1096
43,3/13/2017,196,16289,537,9561.90,66928,633,10,256.28,382.12,38.21199989,0.0158,48.7852,0.6707
35,3/20/2017,5029,4088,11501,267889.38,86562,583,26,311.78,885.76,34.0676925,0.0446,53.2689,0.3520
34,3/15/2017,14,3279,17,3146.71,34961,392,5,166.12,1159.77,231.9540009,0.0128,224.7650,0.1432
43,2/26/2017,206,15437,597,11460.20,88225,816,21,303.71,1026.65,48.88809596,0.0257,55.6320,0.2958
22,3/5/2017,6,5155,8,11222.00,13530,90,0,58.25,0.00,,0.0000,1870.3333,
38,2/26/2017,4,224,17,857.83,9364,138,1,64.76,171.97,171.9700012,0.0072,214.4575,0.3766
45,3/22/2017,0,359,0,0.00,40440,233,0,71.92,0.00,,0.0000,,
14,3/11/2017,0,18197,0,0.00,15459,189,3,65.71,107.05,35.68333371,0.0159,,0.6138
5,3/13/2017,74,8943,469,3791.91,131079,1414,36,180.9,1252.76,34.79888935,0.0255,51.2420,0.1444
8,3/11/2017,486,9013,926,17783.38,75604,1474,49,166.33,3110.90,63.48775616,0.0332,36.5913,0.0535
26,3/22/2017,90,19405,117,9027.31,28715,360,8,160.61,342.74,42.84249997,0.0222,100.3034,0.4686
19,3/9/2017,6,2922,23,7034.95,59631,833,1,185.27,154.00,154,0.0012,1172.4917,1.2031
9,3/12/2017,295,30110,862,57725.79,506566,8189,127,1952.29,16617.75,130.8484241,0.0155,195.6806,0.1175
24,2/28/2017,22,1295,41,917.77,46108,688,7,125.62,296.77,42.39571462,0.0102,41.7168,0.4233
53,2/23/2017,247,20518,391,15894.30,73812,884,19,215.42,626.40,32.96842133,0.0215,64.3494,0.3439
49,3/4/2017,70,3250,116,5038.40,53349,1530,36,224.22,2263.12,62.86444431,0.0235,71.9771,0.0991
53,3/17/2017,207,16404,416,13731.61,91969,1205,28,339.08,1150.50,41.08928582,0.0232,66.3363,0.2947
6,3/5/2017,1681,215366,6240,157313.59,50860,700,33,185.5,1398.46,42.37757602,0.0471,93.5833,0.1326
4,3/15/2017,1569,247649,9843,117955.91,210211,2845,69,1419.22,3302.41,47.86101479,0.0243,75.1790,0.4298
19,3/10/2017,5,2904,11,2013.00,56559,664,0,175.38,0.00,,0.0000,402.6000,
8,3/7/2017,1127,15003,1639,27908.40,54650,759,46,92.1,2018.48,43.87999995,0.0606,24.7634,0.0456
28,3/5/2017,0,4037,0,0.00,124003,1511,57,693.06,1927.11,33.80894725,0.0377,,0.3596
6,3/12/2017,2489,235176,9737,209547.85,28537,421,31,119.92,1409.04,45.45290273,0.0736,84.1896,0.0851
31,3/20/2017,304,18864,2099,32912.30,50631,952,4,254.59,223.39,55.84750032,0.0042,108.2641,1.1397
50,3/9/2017,9,876,10,7782.48,29694,339,5,150.61,5199.00,1039.8,0.0147,864.7204,0.0290
5,3/3/2017,67,7828,411,2550.51,141347,1238,30,224.64,821.38,27.37933336,0.0242,38.0673,0.2735
14,3/2/2017,88,5140,258,5306.88,14693,198,11,83.07,415.85,37.80454497,0.0556,60.3055,0.1998
25,3/6/2017,381,5733,946,16180.80,0,0,0,0,0.00,,,42.4693,
2,3/22/2017,56,2489,569,10602.45,44757,384,11,168.32,896.76,81.52363595,0.0286,189.3295,0.1877
46,3/6/2017,389,22269,8924,123604.53,131380,1384,34,908.49,4336.73,127.5508811,0.0246,317.7494,0.2095
10,3/5/2017,39,4930,93,4225.89,50262,538,8,426.1,920.65,115.0812504,0.0149,108.3562,0.4628
34,3/2/2017,25,3745,30,4443.25,30129,411,11,164.03,1662.80,151.163638,0.0268,177.7300,0.0986
9,3/21/2017,292,28092,864,68968.35,425065,6467,95,1704.54,18929.74,199.2604222,0.0147,236.1930,0.0900
9,3/2/2017,262,24172,776,70321.53,307847,4964,92,1127.46,21902.11,238.0664116,0.0185,268.4028,0.0515
25,2/24/2017,325,5409,780,13464.18,0,0,0,0,0.00,,,41.4282,
54,2/27/2017,2,399,2,229.98,6586,67,0,30.98,0.00,,0.0000,114.9900,
51,3/9/2017,104,1591,404,10943.03,10468,114,5,148.82,280.92,56.18399811,0.0439,105.2214,0.5298
44,3/8/2017,66,18562,187,4234.39,35067,377,5,86.19,300.88,60.17599869,0.0133,64.1574,0.2865
24,3/11/2017,17,1247,19,378.43,53849,669,6,157.57,283.15,47.19166756,0.0090,22.2606,0.5565
15,2/23/2017,77,3691,249,26181.30,45036,671,21,200.3,7472.60,355.8380936,0.0313,340.0169,0.0268
18,3/7/2017,594,22988,4118,113187.30,32816,533,19,126.94,1131.68,59.56210528,0.0356,190.5510,0.1122
34,2/26/2017,21,5775,26,3554.82,48164,759,13,281.21,2553.48,196.4215381,0.0171,169.2771,0.1101
31,3/2/2017,73,10045,352,5142.78,38707,733,6,244.25,426.01,71.00166702,0.0082,70.4490,0.5733
55,3/22/2017,22,7971,34,21022.40,149438,1207,5,841.47,2973.88,594.7759949,0.0041,955.5636,0.2830
23,2/27/2017,241,27187,1001,62957.01,41608,886,9,211.75,1469.82,163.313332,0.0102,261.2324,0.1441
50,3/15/2017,3,625,5,2880.83,0,0,0,0,0.00,,,960.2778,
48,3/20/2017,54,3409,1045,10076.24,25718,448,10,223.09,1074.27,107.4269995,0.0223,186.5970,0.2077
53,3/4/2017,231,17309,410,17681.18,95950,1231,24,303.31,1200.40,50.01666677,0.0195,76.5419,0.2527
11,3/4/2017,37,3409,62,1975.74,49996,925,24,172.22,1951.68,81.31999964,0.0259,53.3984,0.0882
6,3/22/2017,1938,210765,6240,213663.69,248340,2784,44,956.94,1893.73,43.039318,0.0158,110.2496,0.5053
8,3/5/2017,282,6399,608,10002.95,70303,988,66,126.66,3211.20,48.65454535,0.0668,35.4715,0.0394
19,3/12/2017,11,3304,28,7789.15,79295,988,3,230.41,174.63,58.21000163,0.0030,708.1045,1.3194
25,3/13/2017,333,5627,824,16773.49,16215,104,8,180.91,226.73,28.34125018,0.0769,50.3708,0.7979
17,3/11/2017,80,13450,201,12249.68,74024,1123,22,222.14,3354.41,152.4731832,0.0196,153.1210,0.0662
32,3/7/2017,20,1889,49,16939.00,18965,237,7,191.48,2331.82,333.1171461,0.0295,846.9500,0.0821
34,2/25/2017,26,4927,32,5114.29,42666,649,9,250.05,1699.05,188.7833311,0.0139,196.7035,0.1472
37,3/13/2017,284,17411,818,37905.49,51087,609,13,326.07,1156.24,88.94153896,0.0213,133.4700,0.2820
5,2/24/2017,81,8661,531,3768.45,130309,1146,37,125.91,1349.96,36.48540557,0.0323,46.5241,0.0933
4,2/27/2017,1547,244328,10872,127400.67,174029,2318,68,1126.44,3238.72,47.62823537,0.0293,82.3534,0.3478
46,3/15/2017,334,18585,5864,77333.67,130735,1418,45,923.96,5187.96,115.2879995,0.0317,231.5379,0.1781
5,3/14/2017,50,8017,226,1740.49,120743,1344,14,165.4,265.03,18.93071418,0.0104,34.8098,0.6241
53,3/16/2017,180,16515,281,10680.54,97197,1164,21,330.71,903.30,43.01428595,0.0180,59.3363,0.3661
50,3/4/2017,8,984,8,4433.33,34839,341,5,132.63,3993.00,798.6,0.0147,554.1667,0.0332
26,2/28/2017,60,16865,77,5157.73,29177,356,6,222.12,232.70,38.7833341,0.0169,85.9622,0.9545
37,3/22/2017,257,19700,585,22831.63,54589,685,12,339.61,1075.03,89.58583434,0.0175,88.8390,0.3159
12,3/11/2017,9,2308,19,1961.05,27289,389,3,161.14,148.86,49.62000148,0.0077,217.8944,1.0825
40,3/4/2017,10,362,15,1518.00,360,1,0,1.09,0.00,,0.0000,151.8000,
40,2/26/2017,9,466,13,1424.00,192,1,0,0.18,0.00,,0.0000,158.2222,
46,3/14/2017,277,19472,5153,78914.79,143972,1510,37,919.28,7021.44,189.7686472,0.0245,284.8909,0.1309
25,3/20/2017,311,5422,833,14812.34,14357,120,5,147.54,112.23,22.4460001,0.0417,47.6281,1.3146
35,3/15/2017,5511,5124,12994,299119.62,95353,620,18,343.21,589.74,32.76333348,0.0290,54.2768,0.5820
52,3/17/2017,29,5959,65,25116.92,36302,490,0,231.84,0.00,,0.0000,866.1007,
26,3/8/2017,110,20452,132,9902.48,28452,314,10,170.7,518.73,51.87299957,0.0318,90.0225,0.3291
45,3/9/2017,4,522,6,586.95,54833,361,7,132.79,1101.95,157.421427,0.0194,146.7375,0.1205
24,2/26/2017,19,1347,31,583.07,50181,658,8,110.48,253.91,31.7387495,0.0122,30.6879,0.4351
48,3/5/2017,17,1649,309,2457.67,12443,281,4,44.67,765.19,191.2975006,0.0142,144.5688,0.0584
16,3/5/2017,91,5663,160,6366.34,5467,88,3,27.08,279.91,93.30333583,0.0341,69.9598,0.0967
21,3/8/2017,13,849,123,1818.22,22114,264,5,23.07,423.67,84.73400078,0.0189,139.8631,0.0545
15,3/10/2017,59,3473,335,12232.27,68071,661,18,200.23,5090.26,282.7922302,0.0272,207.3266,0.0393
27,3/9/2017,317,14439,1479,39016.77,84173,1422,35,1058.43,3955.02,113.0005722,0.0246,123.0813,0.2676
42,3/15/2017,2179,78704,4671,225280.71,978857,8703,364,7689.17,23158.38,63.62192309,0.0418,103.3872,0.3320
35,3/13/2017,5298,1064,12475,282631.06,90683,560,24,329.91,1165.29,48.5537502,0.0429,53.3467,0.2831
45,2/27/2017,4,370,6,319.94,55767,243,3,92.86,44.95,14.98333359,0.0123,79.9850,2.0659
9,2/27/2017,304,28143,1073,90897.73,372546,6152,105,1463.58,25018.07,238.2673342,0.0171,299.0057,0.0585
51,3/18/2017,72,568,272,7778.33,9479,110,9,147.08,630.89,70.09889009,0.0818,108.0324,0.2331
37,3/16/2017,363,20780,982,44442.62,46131,545,13,296.43,1625.79,125.0607701,0.0239,122.4315,0.1823
8,3/18/2017,412,8321,853,19346.90,74587,1526,59,188.59,4078.24,69.12271306,0.0387,46.9585,0.0462
38,3/6/2017,3,380,4,476.96,9039,98,0,46.93,0.00,,0.0000,158.9867,
6,3/16/2017,1825,206952,5434,146493.96,134350,1319,34,840.21,1111.97,32.7049997,0.0258,80.2707,0.7556
33,2/28/2017,839,17418,3278,74486.70,130324,1116,52,1376.95,3254.76,62.5915381,0.0466,88.7803,0.4231
50,3/13/2017,4,1057,4,1497.49,38278,413,1,186.54,299.00,299,0.0024,374.3729,0.6239
10,3/19/2017,48,3599,281,7812.26,35060,447,9,250.41,2751.36,305.7066664,0.0201,162.7554,0.0910
44,3/10/2017,78,16586,227,4984.03,39297,450,9,112.28,420.75,46.75000064,0.0200,63.8978,0.2669
19,3/17/2017,9,2916,44,12731.00,61824,778,2,219.17,1829.05,914.5249939,0.0026,1414.5556,0.1198
45,3/12/2017,16,883,23,605.79,64785,476,14,154.36,207.79,14.84214292,0.0294,37.8619,0.7429
24,3/15/2017,21,1362,62,1107.14,53190,604,2,106.22,58.32,29.15999985,0.0033,52.7210,1.8213
37,3/15/2017,267,19746,688,31981.86,51080,612,13,308.2,788.13,60.62538492,0.0212,119.7822,0.3911
38,3/18/2017,3,493,3,532.97,14902,177,3,80.3,681.97,227.3233274,0.0169,177.6567,0.1177
40,3/22/2017,8,382,11,698.00,726,10,1,8.56,31.00,31,0.1000,87.2500,0.2761
34,3/8/2017,16,3493,22,3027.77,30513,457,9,191.06,2172.95,241.4388894,0.0197,189.2356,0.0879
52,2/25/2017,27,5495,49,14469.69,36489,498,9,274.85,2698.74,299.8600002,0.0181,535.9144,0.1018
31,3/6/2017,172,13586,1038,14795.48,50335,941,9,252.46,1106.99,122.9988896,0.0096,86.0202,0.2281
18,2/28/2017,444,17909,3011,73371.18,32436,479,11,193.01,947.41,86.12818094,0.0230,165.2504,0.2037
50,3/20/2017,6,803,8,3376.57,14246,129,3,55.49,1277.94,425.9800059,0.0233,562.7611,0.0434
31,3/17/2017,174,16080,1168,17994.35,44238,841,10,242.98,664.79,66.47900052,0.0119,103.4158,0.3655
23,2/23/2017,194,22799,797,45727.58,40661,786,10,186.97,1653.67,165.3670006,0.0127,235.7092,0.1131
5,2/25/2017,84,9951,580,3739.37,160630,1498,46,188.27,1596.47,34.70586973,0.0307,44.5163,0.1179
7,2/26/2017,2,364,2,226.99,4528,44,0,18.72,0.00,,0.0000,113.4950,
12,3/16/2017,8,2876,8,2832.60,24259,334,1,128.07,29.95,29.95000076,0.0030,354.0750,4.2761
2,2/26/2017,10,574,20,633.31,21986,153,7,53.08,430.68,61.52571365,0.0458,63.3310,0.1232
14,3/19/2017,0,15149,0,0.00,20283,216,5,78.28,185.72,37.14399948,0.0231,,0.4215
1,3/8/2017,23,3153,28,25932.25,102910,1779,17,595.43,15856.37,932.7276407,0.0096,1127.4891,0.0376
53,3/14/2017,229,19787,344,14464.36,112651,1238,21,371.84,1217.65,57.9833335,0.0170,63.1631,0.3054
1,3/12/2017,22,3019,28,12913.95,130766,2392,17,662.98,11784.61,693.2123507,0.0071,586.9977,0.0563
20,3/10/2017,18,793,24,2838.81,22159,317,10,103.91,1545.97,154.5970032,0.0315,157.7117,0.0672
28,3/22/2017,0,4825,0,0.00,114969,1260,21,608.06,971.01,46.23857167,0.0167,,0.6262
46,3/13/2017,306,18347,5823,82909.56,136498,1524,29,926.35,4005.24,138.1117245,0.0190,270.9463,0.2313
4,3/7/2017,1500,238676,9742,118090.92,183493,2605,65,1233.69,3411.47,52.4841535,0.0250,78.7273,0.3616
18,2/23/2017,550,22261,3520,94136.86,34769,652,10,147.58,898.28,89.82800026,0.0153,171.1579,0.1643
8,2/25/2017,527,7822,1150,19230.79,37138,446,26,47.41,816.70,31.41153849,0.0583,36.4911,0.0581
38,2/24/2017,3,299,9,609.91,8498,112,3,54.3,317.94,105.9800008,0.0268,203.3033,0.1708
26,3/10/2017,104,18849,135,9877.25,28410,310,10,157.24,870.20,87.02000103,0.0323,94.9736,0.1807
30,2/24/2017,883,109391,4099,57110.79,43487,512,10,120.43,396.74,39.67400017,0.0195,64.6781,0.3035
26,3/7/2017,116,22338,149,10618.63,30748,351,8,180.76,534.55,66.8187499,0.0228,91.5399,0.3382
48,3/19/2017,9,1817,121,1107.64,10611,223,0,27.16,0.00,,0.0000,123.0711,
31,2/24/2017,119,12897,781,9312.98,52487,1060,7,296.13,489.86,69.97999927,0.0066,78.2603,0.6045
50,3/19/2017,2,715,2,581.67,14433,140,1,53.33,1795.00,1795,0.0071,290.8334,0.0297
9,3/11/2017,251,27186,663,55988.76,459284,7515,132,1723.83,23277.16,176.3421215,0.0176,223.0628,0.0741
50,3/2/2017,4,916,4,2479.99,32210,312,2,129.61,1438.00,719,0.0064,619.9979,0.0901
8,2/24/2017,1008,12965,1492,38028.34,42465,458,31,90.21,1056.51,34.08096787,0.0677,37.7265,0.0854
41,3/6/2017,18,1164,35,5855.65,27124,262,2,231.38,98.00,49,0.0076,325.3139,2.3610
1,2/26/2017,12,3047,14,7038.57,122414,2388,7,783.5,1812.74,258.9628549,0.0029,586.5475,0.4322
46,3/5/2017,203,14808,6206,56719.17,45408,598,13,178.88,1052.25,80.94230734,0.0217,279.4048,0.1700
34,3/18/2017,9,3025,9,1674.64,27704,398,4,150.1,738.78,184.6950054,0.0101,186.0711,0.2032
29,3/9/2017,14,1394,101,556.22,42359,664,5,181.46,287.74,57.54800034,0.0075,39.7300,0.6306
38,3/2/2017,3,305,7,1628.93,8226,82,1,49.2,259.98,259.980011,0.0122,542.9767,0.1892
45,3/14/2017,0,388,0,0.00,44977,254,0,97.02,0.00,,0.0000,,
5,3/20/2017,68,8705,357,2456.37,116670,1317,33,177.96,982.36,29.76848483,0.0251,36.1231,0.1812
34,3/3/2017,13,3671,17,2636.71,24700,354,5,126.83,860.71,172.1419998,0.0141,202.8238,0.1474
23,2/26/2017,213,23521,759,49534.29,50683,996,13,230.61,2009.12,154.5476911,0.0131,232.5554,0.1148
50,3/22/2017,1,812,1,374.17,14036,124,0,54.8,0.00,,0.0000,374.1667,
55,3/9/2017,22,6093,32,11719.60,133598,1298,10,847.02,3612.90,361.2899948,0.0077,532.7091,0.2344
41,3/8/2017,20,1602,75,3933.30,26615,292,7,261.58,885.00,126.4285714,0.0240,196.6650,0.2956
2,3/5/2017,9,755,26,1108.08,26971,218,4,92.04,157.46,39.36500072,0.0183,123.1200,0.5845
2,2/23/2017,35,1153,223,5071.89,31185,229,8,97.73,1680.24,210.0299973,0.0349,144.9111,0.0582
37,2/27/2017,311,19582,748,43603.25,78078,782,14,743.84,2118.84,151.3457144,0.0179,140.2034,0.3511
29,3/17/2017,12,1235,33,493.51,37597,560,9,157.49,514.12,57.12444507,0.0161,41.1258,0.3063
53,2/24/2017,206,16452,345,13825.00,68581,882,25,193.01,1505.55,60.22199959,0.0283,67.1117,0.1282
28,3/13/2017,0,6251,0,0.00,185480,1876,69,818.59,2210.88,32.04173906,0.0368,,0.3703
42,2/28/2017,1374,60899,3058,187053.56,705873,5918,201,5151.78,12709.30,63.23034815,0.0340,136.1380,0.4054
50,2/27/2017,12,1039,12,7990.00,39078,363,7,128.83,6687.00,955.2857143,0.0193,665.8333,0.0193
42,2/26/2017,1292,77896,2795,135965.91,1034795,8820,229,8171.31,15507.98,67.72043668,0.0260,105.2368,0.5269
8,3/12/2017,314,7207,681,15070.37,98165,2072,88,308.71,4377.82,49.74795431,0.0425,47.9948,0.0705
38,3/12/2017,6,366,6,762.94,9168,142,5,62.44,589.95,117.9899975,0.0352,127.1567,0.1058
13,2/25/2017,60,4024,147,2974.00,13544,176,4,102.68,204.93,51.23250008,0.0227,49.5667,0.5010
11,3/7/2017,54,4611,71,3637.24,83175,1520,27,394.6,2454.62,90.91185231,0.0178,67.3563,0.1608
54,3/13/2017,1,709,1,19.99,16381,116,0,89.64,0.00,,0.0000,19.9900,
51,3/20/2017,87,808,322,9773.84,16898,159,8,220.78,1058.72,132.3399992,0.0503,112.3430,0.2085
33,3/18/2017,1439,28051,5884,141247.75,85811,905,62,1075.41,3350.77,54.04467786,0.0685,98.1569,0.3209
44,3/4/2017,47,16058,140,3470.83,33538,354,6,66.81,263.85,43.9750007,0.0169,73.8474,0.2532
48,3/16/2017,45,2775,1518,4990.08,24177,405,7,195.21,513.30,73.32857323,0.0173,110.8907,0.3803
48,3/22/2017,61,4457,937,5949.48,25825,443,7,224.89,731.69,104.5271432,0.0158,97.5325,0.3074
39,3/11/2017,18,1347,88,653.44,66664,1145,8,118.78,239.23,29.90375042,0.0070,36.3022,0.4965
45,3/13/2017,10,495,17,673.77,52700,337,9,114.65,653.79,72.64333344,0.0267,67.3770,0.1754
3,3/19/2017,116,2710,687,3634.80,106608,1537,91,175.69,2306.17,25.3425276,0.0592,31.3345,0.0762
36,3/19/2017,21,3649,26,3188.25,4771,73,0,53.15,0.00,,0.0000,151.8214,
12,3/12/2017,7,2362,13,1611.35,27833,412,0,150.93,0.00,,0.0000,230.1929,
23,2/24/2017,181,20947,525,32639.86,40999,823,14,178.46,953.22,68.08714294,0.0170,180.3307,0.1872
37,3/20/2017,269,19731,624,26318.59,53238,668,12,359.46,640.65,53.38749997,0.0180,97.8386,0.5611
8,3/8/2017,1922,19600,2790,55751.65,56326,865,46,122.57,2694.28,58.57130487,0.0532,29.0071,0.0455
55,3/21/2017,17,6731,21,12019.23,156388,1301,7,901.92,3657.18,522.4542847,0.0054,707.0135,0.2466
7,2/23/2017,2,455,4,225.00,3380,32,1,11.06,96.60,96.59999847,0.0313,112.5000,0.1145
42,3/9/2017,1955,74648,4257,203900.73,726772,6793,284,5958.33,16877.16,59.42661971,0.0418,104.2970,0.3530
53,3/6/2017,243,20182,403,19707.01,131537,1667,40,557.87,2007.05,50.17625039,0.0240,81.0988,0.2780
26,3/18/2017,60,16377,70,4981.50,27317,397,8,182.09,365.59,45.69875002,0.0202,83.0250,0.4981
5,3/22/2017,64,9670,378,2038.55,107179,1122,25,142.51,426.74,17.06959991,0.0223,31.8523,0.3340
43,3/3/2017,238,14758,602,12053.59,54995,501,18,248.99,710.30,39.46111096,0.0359,50.6453,0.3505
24,3/8/2017,18,1517,37,764.89,57499,744,7,155.94,299.74,42.81999969,0.0094,42.4939,0.5203
45,3/2/2017,7,363,9,1018.84,50443,242,4,96.08,69.90,17.4749999,0.0165,145.5486,1.3745
54,2/26/2017,1,419,1,53.99,8756,88,0,45.49,0.00,,0.0000,53.9900,
10,3/15/2017,252,7276,2310,117108.20,75361,1013,26,963.87,4246.62,163.3315403,0.0257,464.7151,0.2270
52,3/2/2017,25,7050,44,19896.64,36533,473,7,251.56,5600.08,800.0114321,0.0148,795.8656,0.0449
49,2/28/2017,73,2725,97,6364.13,62635,1712,64,374.97,6466.44,101.0381251,0.0374,87.1799,0.0580
21,3/20/2017,14,928,34,1081.10,24791,278,9,33.6,970.99,107.8877752,0.0324,77.2214,0.0346
21,2/28/2017,9,570,15,417.63,18986,201,4,29.11,78.00,19.49999976,0.0199,46.4033,0.3732
28,2/23/2017,0,4225,0,0.00,101728,1227,38,608.27,1248.10,32.84473705,0.0310,,0.4874
1,3/15/2017,26,3050,32,25958.48,122753,1988,17,679.9,13075.09,769.1229358,0.0086,998.4031,0.0520
36,3/2/2017,13,3139,27,2320.60,3997,43,0,33.51,0.00,,0.0000,178.5077,
30,3/11/2017,990,137456,6071,49935.69,51695,635,14,123.79,460.97,32.92642852,0.0220,50.4401,0.2685
40,3/10/2017,12,1053,23,1617.99,559,3,0,3.59,0.00,,0.0000,134.8325,
6,3/2/2017,5949,430105,31273,485650.01,156437,1462,129,920.37,5912.35,45.83217143,0.0882,81.6356,0.1557
25,3/22/2017,391,5966,976,18485.77,11267,113,9,143.18,419.89,46.65444427,0.0796,47.2782,0.3410
18,2/27/2017,663,23975,4313,107595.99,40560,643,15,184.26,1962.67,130.8446667,0.0233,162.2866,0.0939
13,3/4/2017,36,6381,107,1737.00,9926,134,1,78.85,22.70,22.70000076,0.0075,48.2500,3.4736
39,3/9/2017,40,1372,200,1853.34,62034,1023,20,112.07,758.19,37.90949984,0.0196,46.3335,0.1478
55,2/27/2017,21,5563,32,14145.10,139593,1323,11,821.75,8232.34,748.3945396,0.0083,673.5762,0.0998
32,3/19/2017,3,1126,12,12004.00,16311,180,4,123.09,13112.00,3278,0.0222,4001.3333,0.0094
10,3/20/2017,220,7199,1127,44278.02,61147,791,24,654.86,2824.98,117.7074996,0.0303,201.2637,0.2318
